"ITEM_SEQ","ITEM_NAME","ENTP_SEQ","ENTP_NAME","CHARTN","ITEM_IMAGE","PRINT_FRONT","PRINT_BACK","DRUG_SHAPE","COLOR_CLASS1","COLOR_CLASS2","LINE_FRONT","LINE_BACK","LENG_LONG","LENG_SHORT","THICK","IMG_REGIST_TS","CLASS_NO","ETC_OTC_CODE","ITEM_PERMIT_DATE","SHAPE_CODE","MARK_CODE_FRONT_ANAL","MARK_CODE_BACK_ANAL","MARK_CODE_FRONT_IMG","MARK_CODE_BACK_IMG","ITEM_ENG_NAME","EDI_CODE"
"202101503","바로다운정10/10밀리그램","19680005","삼익제약(주)","흰색의 장방형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NiC3AD2YWT","VD10","","타원형","하양","","","","12.1","5.2","4.2","2021-03-29","02180","전문의약품","2021-02-18","010201","","","","","BARODOWN TAB, 10mg/10mg","644004530"
"202101552","삼토젯정10/10밀리그램","19540005","삼성제약(주)","흰색 또는 미백색의 장방형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NYH_iJCkJX","SS11","","타원형","하양","","","","13.0","5.2","4.4","2021-03-30","","전문의약품","2021-02-18","010201","","","","","Samtozet Tab. 10/10mg","642308510"
"202101649","아토엠젯정10/20밀리그램","19550012","(주)마더스제약","흰색의 장방형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NYH_iJCk00","MTS","20","타원형","하양","","","","14.8","6.0","4.3","2021-03-30","02180","전문의약품","2021-02-18","010201","","","","","ATOEMZET Tab. 10/20mg","622804520"
"202101650","아토엠젯정10/10밀리그램","19550012","(주)마더스제약","흰색의 장방형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NYH_iJCk0M","MTS","10","타원형","하양","","","","13.0","5.3","4.3","2021-03-30","02180","전문의약품","2021-02-18","010201","","","","","ATOEMZET Tab. 10/10mg","622804530"
"202101486","아로틴플러스정10/10밀리그램(에제티미브/아토르바스타틴칼슘삼수화물)","20040011","(주)씨티씨바이오","흰색 또는 미백색의 장방형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NYH_iJCk3u","TC11","","타원형","하양","","","","13.0","5.2","4.4","2021-03-30","02180","전문의약품","2021-02-18","010201","","","","","Arotinplus tablet 10/10mg(Ezetimibe/Atorvastatin calcium trihydrate)","669502700"
"202100575","이무테라정(아자티오프린)","19710005","(주)셀트리온제약","담황색 원형 정제","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NYH_iJCk9S","CLP분할선014","","원형","노랑","","-","","7.3","7.3","3.5","2021-03-29","01420","전문의약품","2021-01-20","010101","","","","","IMMUTHERA Tab.","693903430"
"202101420","듀오피토정10/10밀리그램","19580001","건일제약(주)","흰색 내지 미백색의 양면이 볼록한 타원형의 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NYH_iJCkE9","KI11","","타원형","하양","","","","13.0","5.2","4.5","2021-03-30","02180","전문의약품","2021-02-18","010201","","","","","Duopito tablets 10/10 mg","646803060"
"202100014","무코넬정(레바미피드)","19970003","한국넬슨제약(주)","흰색의 원형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NYH_iJCkIB","NSRB","","원형","하양","","","","8.1","8.1","3.3","2021-03-30","02320","전문의약품","2021-01-04","010201","","","","","Muconel tab.(rebamipide)",""
"202101506","아토르큐젯정10/10밀리그램","19630009","영풍제약(주)","흰색 또는 미백색의 장방형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NYH_iJCkLC","AT10","","타원형","하양","","","","13.0","5.2","4.5","2021-03-30","02180","전문의약품","2021-02-18","010201","","","","","Atorcujet 10/10mg","661905640"
"202101317","텔로바틴정40/5밀리그램","19550014","(주)제뉴파마","연한 노란색의 타원형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NYH_iJCk21","KMP40/5","","타원형","노랑","","","","14.3","7.3","3.6","2021-03-31","02190","전문의약품","2021-02-16","010201","","","","","Telovatin tab 40/5mg","698004380"
"202101318","텔로바틴정40/10밀리그램","19550014","(주)제뉴파마","연한 주황색의 타원형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NYH_iJCk2N","KMP40/10","","타원형","분홍","","","","14.0","6.9","4.5","2021-03-31","02190","전문의약품","2021-02-16","010201","","","","","Telovatin tab 40/10mg","698004390"
"202101315","텔로바틴정80/20밀리그램","19550014","(주)제뉴파마","연한 분홍색의 타원형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NYH_iJCk2i","KMP80/20","","타원형","분홍","","","","17.7","8.8","6.1","2021-03-31","02190","전문의약품","2021-02-16","010201","","","","","Telovatin tab 80/20mg","698004360"
"202101316","텔로바틴정80/10밀리그램","19550014","(주)제뉴파마","연한 주황색의 타원형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NYH_iJCk32","KMP80/10","","타원형","분홍","","","","16.8","8.3","5.3","2021-03-31","02190","전문의약품","2021-02-16","010201","","","","","Telovatin tab 80/10mg","698004370"
"202100215","아토로우플러스정10/10밀리그램","19570010","삼천당제약(주)","흰색의 타원형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXVKYFvleT","SC11","","타원형","하양","","","","12.8","5.7","4.3","2021-03-16","02180","전문의약품","2021-01-08","010201","","","","","Atolow plus tab. 10/10mg","651205690"
"202100664","아트맥콤비젤연질캡슐","19910001","한국유나이티드제약(주)","미황색의 유성물질과 흰색의 원형필름 코팅정이 충전된 불투명한 갈색의 장방형 연질캡슐","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXVKYFvlpr","ATG 10","","타원형","갈색","","","","25.0","10.0","10.0","2021-03-19","02180","전문의약품","2021-01-21","020201","","","","","ATROMEGCombiGel softcapsule","644309630"
"202101642","라도젯정10/20밀리그램","20150845","(주)시어스제약","흰색의 장방형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NYsZSuRuv9","sr","20","타원형","하양","","","","14.8","6.0","4.3","2021-03-24","02180","전문의약품","2021-02-18","010201","","","","","Radozet tablet 10/20mg","689001560"
"202101641","라도젯정10/10밀리그램","20150845","(주)시어스제약","흰색의 장방형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NYsZSuRuvV","sr","10","타원형","하양","","","","13.0","5.3","4.3","2021-03-24","02180","전문의약품","2021-02-18","010201","","","","","Radozet tablet 10/10mg","689001550"
"202101643","라도젯정10/40밀리그램","20150845","(주)시어스제약","흰색의 장방형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NYsZSuRuvr","sr","40","타원형","하양","","","","16.7","6.5","5.3","2021-03-24","02180","전문의약품","2021-02-18","010201","","","","","Radozet tablet 10/40mg","689001570"
"202100223","엘오공정10/40밀리그램","19880005","보령제약(주)","흰색의 타원형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXqH06PUpW","L50 14","","타원형","하양","","","","17.0","7.6","6.2","2021-03-24","02180","전문의약품","2021-01-08","010201","","","","","L50 Tablet 10/40mg","641907770"
"202100222","엘오공정10/20밀리그램","19880005","보령제약(주)","흰색의 타원형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXqH06PUp-","L50 12","","타원형","하양","","","","14.6","6.5","5.0","2021-03-24","02180","전문의약품","2021-01-08","010201","","","","","L50 Tablet 10/20mg","641907760"
"202100221","엘오공정10/10밀리그램","19880005","보령제약(주)","흰색의 타원형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXqH06PUqY","L50 11","","타원형","하양","","","","12.8","5.7","4.3","2021-03-24","02180","전문의약품","2021-01-08","010201","","","","","L50 Tablet 10/10mg","641907750"
"202101222","비우다장용연질캡슐","19720011","에이치엘비제약(주)","미황색의 유상 내용물을 함유한 녹색의 타원형 연질캡슐","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXqH06PUrh","HLB","","타원형","초록","","","","12.1","7.4","7.6","2021-03-26","02380","일반의약품","2021-02-09","020201","","","","","Biuda Soft capsules for Enteric application",""
"202100636","지엘레보노르게스트렐정0.03밀리그램","19650018","지엘파마(주)","흰색 또는 미백색의 양면이 볼록한 원형의 당의정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXqH06PUwM","","","원형","하양","","","","5.7","5.7","3.9","2021-03-24","02540","일반의약품","2021-01-21","010301","","","","","GL levonorgestrel 0.03mg",""
"202101356","글루비타정","19550016","(주)다림바이오텍","노란색의 원형 필름코팅정제","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXqH06PU_1","마크","GV","원형","노랑","","","","9.2","9.2","4.7","2021-03-24","03190","일반의약품","2021-02-17","010201","D","","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938640332900091","","GluVita Tab.",""
"202100224","아토반듀오정10/10밀리그램","19620002","동국제약(주)","흰색의 타원형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXqH06PU_u","ATE 10","","타원형","하양","","","","12.8","5.7","4.3","2021-03-24","02180","전문의약품","2021-01-08","010201","","","","","Atovanduo Tablet 10/10mg","653404760"
"202100226","아토반듀오정10/20밀리그램","19620002","동국제약(주)","흰색의 타원형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXqH06PV08","ATE 20","","타원형","하양","","","","14.6","6.4","4.9","2021-03-24","02180","전문의약품","2021-01-08","010201","","","","","Atovanduo Tablet 10/20mg","653404750"
"202100225","아토반듀오정10/40밀리그램","19620002","동국제약(주)","흰색의 타원형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXqH06PV0V","ATE 40","","타원형","하양","","","","17.1","7.6","6.3","2021-03-24","02180","전문의약품","2021-01-08","010201","","","","","Atovanduo Tab. 10/40mg","653404770"
"202101322","야로즈정","20162941","현대약품(주)","분홍색의 원형 필름코팅정 및 흰색의 원형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXqH06PV4g","","","원형","하양","","","","5.8","5.8","3.6","2021-03-25","02540","전문의약품","2021-02-16","010201","","","","","",""
"202101322","야로즈정","20162941","현대약품(주)","분홍색의 원형 필름코팅정 및 흰색의 원형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXqH06PV5A","","","원형","분홍","","","","5.8","5.8","3.3","2021-03-25","02540","전문의약품","2021-02-16","010201","","","","","",""
"202101087","제일속엔자임이중정","20163416","제일헬스사이언스(주)","연한 빨간색의 원형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXqH06PV9i","JHS","SEZ","원형","분홍","","","","11.2","11.2","5.9","2021-03-26","02330","일반의약품","2021-02-04","010201","","","","",".",""
"202100045","동광피타바스타틴정4밀리그램(피타바스타틴칼슘)","19560001","동광제약(주)","분할선이 있는 담황색의 원형필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXVKYFvlDh","PT4","분할선","원형","노랑","","","-","8.7","8.7","3.8","2021-03-17","02180","전문의약품","2021-01-05","010201","","","","","Dongkwang pitavastatin Tab. 4mg","645907120"
"202100232","아페젯정10/10밀리그램","19620006","국제약품(주)","흰색의 타원형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXVKYFvlUr","KJ11","","타원형","하양","","","","12.8","5.7","4.3","2021-03-15","02180","전문의약품","2021-01-08","010201","","","","","Apezet tab 10/10mg","643705130"
"202100231","아페젯정10/20밀리그램","19620006","국제약품(주)","흰색의 타원형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXVKYFvlV7","KJ12","","타원형","하양","","","","14.6","6.4","5.0","2021-03-15","02180","전문의약품","2021-01-08","010201","","","","","Apezet tab 10/20mg","643705140"
"202100590","무코스타서방정150밀리그램(레바미피드)","19830009","한국오츠카제약(주)","흰색의 장방형 서방성 필름코팅 정제","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NVEnjhkQCw","OG 37","","타원형","하양","","","","13.7","7.2","4.9","2021-02-16","02320","전문의약품","2021-01-20","010201","","","","","Mucosta SR tablets 150mg","649900530"
"202100467","렉라자정80밀리그램(레이저티닙메실산염일수화물)","19560004","(주)유한양행","노란색의 원형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NVEnjhkQGy","LZ","80","원형","주황","","","","8.7","8.7","4.5","2021-02-16","04210","전문의약품","2021-01-18","010201","","","","","Yuhan Lazertinib Tablet","642105660"
"202102248","쏙코에프연질캡슐","19590001","에이프로젠제약(주)","미황색의 투명한 액이 든 주황색의 투명한 장방형 연질캡슐","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NoOiJmZUlH","APG SSC","","타원형","주황, 투명","","","","20.1","8.2","8.6","2021-10-12","01140","일반의약품","2021-03-11","020201","","","","","Sockco F Soft Cap.",""
"202102731","쏙코프에프연질캡슐","19590001","에이프로젠제약(주)","미황색의 투명한 액이 든 청색의 투명한 장방형 연질캡슐","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NoOiJmZUld","APG SCF","","타원형","파랑, 투명","","","","19.9","8.4","8.3","2021-10-12","01140","일반의약품","2021-03-29","020201","","","","","Sock cough F Soft Cap.",""
"202102604","쏙콜에프연질캡슐","19590001","에이프로젠제약(주)","미황색의 투명한 액이 든 적색의 투명한 장방형 연질캡슐","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NoOiJmZUlz","APG SCL","","타원형","빨강, 투명","","","","20.0","9.0","8.5","2021-10-12","01140","일반의약품","2021-03-25","020201","","","","","Sockcol F Soft Cap.",""
"202103497","일이관지배농산급탕캡슐","19840009","(주)알피바이오","암갈색의 분말이 충진된 상부 초록색, 하부 담황색의 불투명의 경질 캡슐제","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NoOiJmZVvi","CLMX 32","","장방형","초록","노랑","","","21.5","7.1","7.5","2021-10-12","02630","일반의약품","2021-04-29","020101","","","","","",""
"202103495","일이관지은교산캡슐","19840009","(주)알피바이오","갈색의 분말이 충전된 상부 주황색, 하부 담황색의 불투명의 경질 캡슐제","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NoOiJmZVw2","CLMX 31","","장방형","주황","노랑","","","21.1","7.1","7.5","2021-10-12","01140","일반의약품","2021-04-29","020101","","","","","",""
